"MSFD","HabExt","Totwght","pct_10","pct_20","pct_30","pct_40","pct_50","pct_60","pct_70","pct_80","pct_90"
"Total",344.38,30916.3,"0.0","<0.1","<0.1","0.1","1.2"," 5.9","14.7","27.1","41.6"
"Circalittoral mixed sediment",99.58,3203.9,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.0"," 0.0"," 0.0"
"Circalittoral mud or Circalittoral sand",49.41,1108.4,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.0"," 0.0"," 4.6"
"Offshore circalittoral mud or Offshore circalittoral sand",29.71,663.1,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.0"," 4.3","33.8"
"Circalittoral sand",27.92,3149.3,"0.0","   0.0","   0.0","0.0","0.0"," 2.5"," 6.4","11.7","33.5"
"Circalittoral mud",27.69,2565.7,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.0"," 0.4","17.1"
"Offshore circalittoral mud",21.32,5620.8,"0.0","   0.0","   0.0","0.0","1.3"," 5.8","14.5","28.7","52.0"
"Infralittoral sand",20.94,7045,"0.0","   0.0","   0.0","0.0","2.9","17.3","43.7","75.6","82.8"
"Offshore circalittoral mixed sediment",18.11,3130.3,"0.0","   0.0","   0.0","0.0","0.0"," 0.4"," 3.7","10.9","33.1"
"Infralittoral mixed sediment",17.02,1966.9,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.0"," 0.0"," 2.9"
"Circalittoral coarse sediment",9.81,296.3,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.0"," 0.0"," 4.1"
"Circalittoral rock and biogenic reef",6.53,12.1,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.0"," 0.0"," 0.0"
"Infralittoral coarse sediment",6.49,238.6,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.0","13.0","31.7"
"Infralittoral rock and biogenic reef",3.41,3,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.0"," 0.0"," 0.0"
"Offshore circalittoral sand",2.02,1179.7,"0.0","   0.7","   1.5","3.5","8.1","14.9","28.4","47.0","64.9"
"Infralittoral mud",1.99,718.4,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.3","16.3","55.2"
"Infralittoral mud or Infralittoral sand",1.69,8,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.0"," 0.0"," 0.0"
"Offshore circalittoral coarse sediment",0.58,6.7,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.0"," 0.0","23.5"
"Offshore circalittoral rock and biogenic reef",0.16,0.1,"0.0","   0.0","   0.0","0.0","0.0"," 0.0"," 0.0"," 0.0"," 0.0"
