"MSFD","HabExt","SweptArea","pct_10","pct_20","pct_30","pct_40","pct_50","pct_60","pct_70","pct_80","pct_90"
"total",130.55,100,"0.0","<0.1","0.1","0.4"," 1.1"," 1.8","   3.2","   8.0","26.1"
"Offshore circalittoral mud or Offshore circalittoral sand",28.01,1.28,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","<0.1"," 4.4"
"Circalittoral mixed sediment",26.93,0.65,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   0.0"," 0.9"
"Circalittoral mud or Circalittoral sand",14.74,0.51,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   2.8","17.3"
"Offshore circalittoral mixed sediment",14.57,4.87,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","<0.1","   1.9","25.7"
"Circalittoral sand",9.2,1.29,"0.0","   0.0","0.0","0.0"," 0.0"," 0.3","   1.5","   4.8","13.1"
"Circalittoral mud",8.76,0.89,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   0.7","20.9"
"Offshore circalittoral mud",8.44,2.81,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   3.1","  16.5","40.1"
"Infralittoral mixed sediment",5.28,0,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   0.0"," 0.0"
"Circalittoral coarse sediment",4.8,0.09,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   0.0"," 4.1"
"Circalittoral rock and biogenic reef",4.02,0.01,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   0.0"," 0.0"
"Infralittoral coarse sediment",1.75,0.01,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   0.0"," 0.0"
"Infralittoral rock and biogenic reef",1.26,0,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   0.0"," 0.0"
"Infralittoral sand",1.05,0.01,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   0.0"," 8.3"
"Offshore circalittoral coarse sediment",0.55,0,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   0.0"," 5.1"
"Infralittoral mud or Infralittoral sand",0.38,0,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   0.0"," 0.0"
"Offshore circalittoral sand",0.37,0.61,"0.0","   0.2","2.9","9.2","24.4","38.9","  50.6","  66.5","84.7"
"Infralittoral mud",0.3,0,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   0.0"," 0.0"
"Offshore circalittoral rock and biogenic reef",0.14,0,"0.0","   0.0","0.0","0.0"," 0.0"," 0.0","   0.0","   0.0"," 0.0"
